NAME               KEYWORD       S                         L                         ANGLE                     ROLL                      K0L                       K0SL                      K1L                       K1SL                      K2L                       K2SL                      HKICK                     VKICK                     KICK                      X                         XP                        Y                         YP                        DX                        DPX                       DY                        DPY                       BETA11                    BETA12                    BETA21                    BETA22                    ALFA11                    ALFA12                    ALFA21                    ALFA22                   
PDR_BXDS01A        Patch         +6.19246100767995813E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.11360790890624177E-002 +1.54245393991090263E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.86326934762267976E-002 -3.28604139859922347E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04460852335778122E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70324994733817562E+002 -4.10647703249135105E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.42126387360324813E+000
PDT_BXDS01A        Patch         +6.19246100767995813E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.86392091093758563E-003 +1.54245393991090263E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.86326934762267976E-002 -3.28604139859922347E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04460852335778122E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70324994733817562E+002 -4.10647703249135105E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.42126387360324813E+000
OQ2BB2             Drift         +6.19746115293318780E+002 +5.00014525322969194E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.09267061887442095E-003 +1.54245393991090263E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.02757677700507294E-002 -3.28604139859922347E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.08607847477911378E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.76808444840584940E+002 -4.18724271473030001E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.54524422929428162E+000
PWT_QFFDS02B       Patch         +6.19746115293318780E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.65066905858851851E-002 +1.54245393991090263E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.02757677700507294E-002 -3.28604139859922347E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.08607847477911378E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.76808444840584940E+002 -4.18724271473030001E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.54524422929428162E+000
PWR_QFFDS02B       Patch         +6.19746115293318780E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.65067019062120172E-002 -1.93668896278395976E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.02756341081923008E-002 -3.28603914502592891E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.08607515504079356E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.76807693065681605E+002 -4.18723343840067557E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.54522998955019109E+000
QFFDS02B           Quadrupole    +6.22146115293318758E+002 +2.39999999999999991E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.04558903360000077E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04386020478828383E-002 -3.03842878179138350E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.88881271235615106E-002 +4.34173238944101595E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.07433136541036924E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.50346065282448563E+002 +4.64464973219088293E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.60430268814618664E+001
PDR_QFFDS02B       Patch         +6.22146115293318758E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04385548766479808E-002 +4.40711253768764997E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.88876129533161025E-002 +4.34175200948235841E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.07431828216745839E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.50347956912821274E+002 +4.64464243615499157E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.60431254177062215E+001
PDT_QFFDS02B       Patch         +6.22146115293318758E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.10875833352018432E-004 +4.40711253768764997E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.88876129533161025E-002 +4.34175200948235841E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.07431828216745839E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.50347956912821274E+002 +4.64464243615499157E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.60431254177062215E+001
OQ2AQ2B            Drift         +6.22646136337792313E+002 +5.00021044473528020E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.90510910530977584E-004 +4.40711253768764997E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.67166449462007433E-002 +4.34175200948235841E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.02837217379745812E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.77070538522743163E+002 +4.54418981238688389E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.73997832561524852E+001
PWT_QFFDS02A       Patch         +6.22646136337792313E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.26145656852045591E-003 +4.40711253768764997E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.67166449462007433E-002 +4.34175200948235841E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.02837217379745812E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.77070538522743163E+002 +4.54418981238688389E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.73997832561524852E+001
PWR_QFFDS02A       Patch         +6.22646136337792313E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.26151510923411969E-003 -3.58272218134445116E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.67172916522527865E-002 +4.34172456588828234E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.02838856096281484E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.77068496526770048E+002 +4.54419729841612465E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.73996821539625444E+001
QFFDS02A           Quadrupole    +6.25246136337792336E+002 +2.60000000000000009E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.68140417399999953E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.09050000607386063E-004 -4.00068518861226158E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.57054989849119844E-002 +1.13168504077988744E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.04414785742283243E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.40416463982608661E+002 +1.03707409832566270E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -8.22473105869219410E+001
PDR_QFFDS02A       Patch         +6.25246136337792336E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.09043526173154268E-004 +2.27452531597971755E-005 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.57050900392687329E-002 +1.13169409717812884E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.04405787272845942E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.40415928527046503E+002 +1.03707467762584457E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -8.22472698347390434E+001
PDT_QFFDS02A       Patch         +6.25246136337792336E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.00092332573154259E-004 +2.27452531597971755E-005 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.57050900392687329E-002 +1.13169409717812884E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.04405787272845942E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.40415928527046503E+002 +1.03707467762584457E+002 -0.00000000000000000E+000 +0.00000000000000000E+000 -8.22472698347390434E+001
OQ1BQ2A            Drift         +6.26246151285885389E+002 +1.00001494809310909E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.77346739409311386E-004 +2.27452531597971755E-005 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.43879798920177870E-002 +1.13169409717812884E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.14784669500429459E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.17432572283114951E+002 +8.59108154309299010E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -9.47667278538208251E+001
PWT_QFFDS01B       Patch         +6.26246151285885389E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.48592329602343376E-003 +2.27452531597971755E-005 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.43879798920177870E-002 +1.13169409717812884E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.14784669500429459E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.17432572283114951E+002 +8.59108154309299010E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -9.47667278538208251E+001
PWR_QFFDS01B       Patch         +6.26246151285885389E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.48594039540185304E-003 +3.70908873157712888E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.43883889234407067E-002 +1.13168631289429864E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.14791950299576854E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.17430835393787333E+002 +8.59109785175577372E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -9.47666131268400136E+001
QFFDS01B           Quadrupole    +6.28446151285885435E+002 +2.20000000000000018E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.06815782568000020E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.69956723084678700E-003 +3.87743784174967568E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.38466105529759123E-002 +7.57716177743750392E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.73165051640859872E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.72281861635288010E+002 +3.23907856586653935E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.18553103309416485E+001
PDR_QFFDS01B       Patch         +6.28446151285885435E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.69952448961121363E-003 +1.91095573557874873E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.38465909281267915E-002 +7.57721859924028601E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.73163815610222201E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.72281363461844990E+002 +3.23909130795745455E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.18553072721462058E+001
PDT_QFFDS01B       Patch         +6.28446151285885435E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.01854948388786087E-004 +1.91095573557874873E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.38465909281267915E-002 +7.57721859924028601E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.73163815610222201E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.72281363461844990E+002 +3.23909130795745455E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.18553072721462058E+001
OQ1AQ1B            Drift         +6.28946166612990510E+002 +5.00015327105121199E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.30423092326697142E-006 +1.91095573557874873E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.00578652841483657E-002 +7.57721859924028601E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.42288153808821733E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.84173432521272616E+002 +2.93585142607906988E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.19281013508320530E+001
PWT_QFFDS01A       Patch         +6.28946166612990510E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.38787635910631044E-003 +1.91095573557874873E-004 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.00578652841483657E-002 +7.57721859924028601E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.42288153808821733E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.84173432521272616E+002 +2.93585142607906988E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.19281013508320530E+001
PWR_QFFDS01A       Patch         +6.28946166612990510E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.38792168061914562E-003 +4.10607122669579862E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.00581938381592870E-002 +7.57715486204617664E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.42291786182519331E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.84172929308358107E+002 +2.93586421852269659E+001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.19280982799492179E+001
QFFDS01A           Quadrupole    +6.30946166612990510E+002 +2.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.35330777139999997E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.45397159500464375E-003 +3.91190418741563413E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.60531164417258766E-003 +6.00250335483974631E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.11326767511047251E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.81066145290719533E+002 +9.37445043992224569E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04149586783946859E+002
PDR_QFFDS01A       Patch         +6.30946166612990510E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.45395281838764251E-003 -3.07302520769284215E-006 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.60531877143545089E-003 +6.00254928347606753E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.11317683341831639E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.81068146472740523E+002 +9.37446244436144838E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04149720217819777E+002
PDT_QFFDS01A       Patch         +6.30946166612990510E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.57056838764238837E-006 -3.07302520769284215E-006 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.60531877143545089E-003 +6.00254928347606753E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.11317683341831639E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.81068146472740523E+002 +9.37446244436144838E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04149720217819777E+002
OB1Q1A             Drift         +6.31446780956531939E+002 +5.00614343541383899E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.03216789059984703E-006 -3.07302520769284215E-006 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.60035650227070970E-003 +6.00254928347606753E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.20589356407595716E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.80271217414561875E+002 +8.74893495794461806E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.71967460952659650E+001
PWT_BXSP01         Patch         +6.31446780956531939E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.91946494145536668E-002 -3.07302520769284215E-006 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.60035650227070970E-003 +6.00254928347606753E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.20589356407595716E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.80271217414561875E+002 +8.74893495794461806E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.71967460952659650E+001
PWR_BXSP01         Patch         +6.31446780956531939E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.92044793807838732E-002 +3.19914674941760013E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.60589040324638295E-003 +5.99947683066015276E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.21332780276762620E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.80390665496751012E+002 +8.74970271091171625E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.72052799592905927E+001
BXSP01             Sbend         +6.32646780956531984E+002 +1.19999999999999996E+000 -6.00000000000000012E-003 +0.00000000000000000E+000 -6.00000000000000012E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.92065562876945657E-002 +3.19945389462810842E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.95874946520505497E-013 -1.40186422139946633E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.28849893925736296E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.67195223888372198E+002 +7.24923186885860993E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.05470207635687814E+001
PDR_BXSP01         Patch         +6.32646780956531984E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.91967233699938747E-002 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.95553685382488502E-013 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.28500000000000654E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.67294222213043781E+002 +7.25000000000007283E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.05555555540293255E+001
PDT_BXSP01         Patch         +6.32646780956531984E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.12704331715008266E-015 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.95553685382488502E-013 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.28500000000000654E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.67294222213043781E+002 +7.25000000000007283E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.05555555540293255E+001
DFFDS01            Drift         +6.36446780956531939E+002 +3.79999999999999982E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.43555176027143716E-015 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.62551937803485655E-013 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.79999999999984794E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.56275555543173539E+001 +2.49999999999998579E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.77777777772144887E+001
SOLDS              Solenoid      +6.38446780956531939E+002 +2.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.92661467177413215E-016 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.79752977644105817E-014 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.99999999999986500E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.20000000013101271E-002 -5.50670620214077644E-014 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.64668312108551618E-011
IP8                Marker        +6.38446780956531939E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.92661467177413215E-016 +9.71445146547011973E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.79752977644105817E-014 -1.40263617783948131E-013 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.99999999999986500E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.20000000013101271E-002 -5.50670620214077644E-014 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.64668312108551618E-011
