NAME               KEYWORD       S                         L                         ANGLE                     ROLL                      K0L                       K0SL                      K1L                       K1SL                      K2L                       K2SL                      HKICK                     VKICK                     KICK                      X                         XP                        Y                         YP                        DX                        DPX                       DY                        DPY                       BETA11                    BETA12                    BETA21                    BETA22                    ALFA11                    ALFA12                    ALFA21                    ALFA22                   
YI2_QD16           Quadrupole    +2.80175056580276168E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.18723404470064009E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.53803838956555412E-015 -1.95068251676040801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496322477E-001 +4.53367666181705431E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912228588E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677908424528E+001 -5.63433445012588185E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.17149537145518590E+000
OCQ                Drift         +2.80204581580276181E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.48044448825820304E-015 -1.95068251676040801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00871014184033747E+000 +4.53367666181705431E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16098465308589347E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.58478734146874700E+001 -5.97957375092663668E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.13568287123740674E+000
YI2_TV16           Vkicker       +2.80254581580276181E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.38291036242018262E-015 -1.95068251676040801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03137852514942274E+000 +4.53367666181705431E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.22370367002615694E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.37425144217038948E+001 -6.56422963712605223E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.07503511472973701E+000
OCFL               Drift         +2.80305509880276168E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.28356541800185349E-015 -1.95068251676040801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05446776966302447E+000 +4.53367666181705431E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29359751555844245E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16604145220655724E+001 -7.15974024450864666E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.01326137197474608E+000
YI2_INT16_1        Drift         +2.80335040633866811E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.22596029326586625E-015 -1.95068251676040801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849899201E+000 +4.53367666181705431E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689257580E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297743796085E+001 -7.50504682272188806E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.97744189290970462E+000
ODFL               Drift         +2.80387200292862826E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12421335838218430E-015 -1.95068251676040801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136684223E+000 +4.53367666181705431E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821543367E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520758994879941E+001 -8.11495585580520262E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.91417456694345489E+000
YI2_DH16           Sbend         +2.81331265892862848E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.17745444920959992E-016 -1.95100871713984808E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251315309E+000 +8.40417264434360212E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813219964E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308382967463E+001 -1.90955624053595585E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.69065354222113085E-001
ODFL               Drift         +2.81383425551858863E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.19509394305197928E-016 -1.95100871713984808E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044040028E+000 +8.40417264434360212E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089205260E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471273393629E+001 -1.97031925434357902E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.05798028255863241E-001
YI2_INT16_2        Drift         +2.81412943505449493E+003 +2.95179535906226143E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.77099179072632123E-016 -1.95100871713984808E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77093287824873169E+000 +8.40417264434360212E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.30823428124551810E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.19451414527919795E+001 -2.00470597879929935E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.69994075016487778E-001
OBFL               Drift         +2.81432681845449497E+003 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.15608852474502351E-016 -1.95100871713984808E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.78752131995600716E+000 +8.40417264434360212E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.38782728174600365E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16853757340249533E+001 -2.02770001382647491E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.46052354252775851E-001
YI2_BH17           Monitor       +2.81432681845449497E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.15608852474502351E-016 -1.95100871713984808E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.78752131995600716E+000 +8.40417264434360212E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.38782728174600365E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16853757340249533E+001 -2.02770001382647491E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.46052354252775851E-001
OSB                Drift         +2.81455304605449510E+003 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.59746054440265111E-016 -1.95100871713984808E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.80653387802916199E+000 +8.40417264434360212E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.48016782844792516E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.13992737610772963E+001 -2.05405423286674838E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.18611961452546821E-001
YI2_SXF17          Sextupole     +2.81530304605449510E+003 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.95859253673867229E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.10607170822575374E-015 -1.95100871713984980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.86956517286173929E+000 +8.40417264434365902E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.79482876604664483E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05395845449696033E+001 -2.14142493511620113E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.27640326691045547E-001
OQS                Drift         +2.81543409605449506E+003 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.13163967746387140E-015 -1.95100871713984980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.88057884111215157E+000 +8.40417264434365902E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.85115558204883115E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04033731569171959E+001 -2.15669150915592001E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.11744549710385299E-001
YI2_QF17           Quadrupole    +2.81654409605449518E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.86444981602243776E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.28944857246600871E-015 -8.69041654936388021E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.88057884111215823E+000 -8.40417264434245442E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.85115558204884607E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04033731569930463E+001 +2.15669150915579122E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.11744549780945523E-001
OCQ                Drift         +2.81683934605449531E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.31510702732800557E-015 -8.69041654936388021E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.85576552137973705E+000 -8.40417264434245442E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.72481845883353131E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.07161319543285227E+001 +2.12229657603693234E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.47557050000513024E-001
YI2_TH17           Hkicker       +2.81733934605449531E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.35855911007482493E-015 -8.69041654936388021E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.81374465815802477E+000 -8.40417264434245442E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.51550115797148592E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12940128825843846E+001 +2.06404944120397893E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.08204806511211560E-001
OCFL               Drift         +2.81784862905449518E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.40281792418992186E-015 -8.69041654936388021E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77094363558973833E+000 -8.40417264434245442E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.30828560190948338E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.19449699365663449E+001 +2.00472089006571697E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.69978549269287682E-001
YI2_INT17_1        Drift         +2.81814393659040161E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.42848137916183513E-015 -8.69041654936388021E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044042537E+000 -8.40417264434245442E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089210234E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471276564977E+001 +1.97031925434348243E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.05798028336118044E-001
ODFL               Drift         +2.81866553318036176E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.47381029553663656E-015 -8.69041654936388021E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251318417E+000 -8.40417264434245442E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813225861E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308386992510E+001 +1.90955624053586459E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.69065354305527471E-001
YI2_DH17           Sbend         +2.82810618918036198E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.29291914334576297E-015 -8.66018763014247942E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136697879E+000 -4.53367666181590870E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821557223E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520759020053688E+001 +8.11495585580527923E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.91417456708405775E+000
ODFL               Drift         +2.82862778577032213E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.33809038670872402E-015 -8.66018763014247942E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849913456E+000 -4.53367666181590870E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689271329E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297770453090E+001 +7.50504682272202017E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.97744189305346718E+000
YI2_INT17_2        Drift         +2.82892296530622843E+003 +2.95179535906226143E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.36365348836398711E-015 -8.66018763014247942E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05447357276929754E+000 -4.53367666181590870E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29361584468518487E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16598991318927432E+001 +7.15988991641567707E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.01324584629463077E+000
OBFL               Drift         +2.82912034870622847E+003 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.38074726115474168E-015 -8.66018763014247942E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04552484762919873E+000 -4.53367666181590870E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.26580654266090082E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24593874504941908E+001 +6.92908718311958993E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.03718756705953830E+000
YI2_BV18           Monitor       +2.82912034870622847E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.38074726115474168E-015 -8.66018763014247942E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04552484762919873E+000 -4.53367666181590870E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.26580654266090082E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24593874504941908E+001 +6.92908718311958993E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.03718756705953830E+000
OSB                Drift         +2.82934657630622860E+003 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.40033899578590983E-015 -8.66018763014247942E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03526841972541250E+000 -4.53367666181590870E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23505396860676164E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.33873313327921935E+001 +6.66455658719807942E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.06462795986113790E+000
YI2_SXD18          Sextupole     +2.83009657630622860E+003 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.67070775701585783E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.46529040301197802E-015 -8.66018763014234014E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00126584476179281E+000 -4.53367666181602458E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.14166299851853239E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.65525019986584709E+001 +5.78757275789916426E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.15559959462723860E+000
OQS                Drift         +2.83022762630622856E+003 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.47663957890127968E-015 -8.66018763014234014E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496482904E-001 -4.53367666181602458E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912241502E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677939836912E+001 +5.63433445012630929E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.17149537160869333E+000
YI2_QD18           Quadrupole    +2.83133762630622869E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.18723404470064009E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.70176840778476144E-015 -3.22476993841689959E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496522983E-001 +4.53367666182330903E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912237186E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677940982236E+001 -5.63433445012229694E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.17149537150904415E+000
OCQ                Drift         +2.83163287630622881E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.79697974021652022E-015 -3.22476993841689959E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00871014184055641E+000 +4.53367666182330903E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16098465308595795E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.58478734179111385E+001 -5.97957375092291965E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.13568287129227397E+000
YI2_TV18           Vkicker       +2.83213287630622881E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.95821823713736508E-015 -3.22476993841689959E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03137852514967299E+000 +4.53367666182330903E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.22370367002618323E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.37425144248718425E+001 -6.56422963712211094E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.07503511478631264E+000
OCFL               Drift         +2.83264215930622868E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.12245028799204255E-015 -3.22476993841689959E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05446776966330646E+000 +4.53367666182330903E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29359751555842752E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16604145251750140E+001 -7.15974024450447666E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.01326137203306166E+000
YI2_INT18_1        Drift         +2.83293746684213511E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.21768017442987940E-015 -3.22476993841689959E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849929244E+000 +4.53367666182330903E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689253583E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297774543116E+001 -7.50504682271758483E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.97744189296902917E+000
ODFL               Drift         +2.83345906343209526E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.38588307475825668E-015 -3.22476993841689959E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136717530E+000 +4.53367666182330903E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821534770E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520759024998782E+001 -8.11495585580066514E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.91417456700456157E+000
YI2_DH18           Sbend         +2.84289971943209548E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.42694413186495742E-015 -3.21689490609043218E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251407502E+000 +8.40417264434984573E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813085813E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308398503107E+001 -1.90955624053508077E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.69065354315478400E-001
